Generated by Rfunction:  Get.alv.mw41.edt.func2 
============> Radisonde_info:
RS_type:        RS92
RS_config:      2.02
RS_serialnum:   G3043154
RS_freq:        405.3
RS__windtype:   ccGPS
=============> Station_info:
Station:        ALVICE_RS92SGP
Latitude:       39.0563
Longitude:      -76.8755
Altitude:       53
SW version:     MW41 2.2.0
Start time:     2020-01-23 06:46:40
=============> Variables & units - Vaisala EDT
NA_numeric value:  -9999
NA_string:  xx or NA
-----------------------------
	  Variable       Unit
	      time        sec
	        xx         NA
	        Ta          K
	        RH          %
	   v(S->N)        m/s
	   u(E->W)        m/s
	    Height          m
	     press        hPa
	        Td          K
	        MR       g/Kg
	        DD        dgr
	        FF        m/s
	        xx         NA
	        xx         NA
	        xx         NA
	       Lon        dgr
	       Lat        dgr
	        xx         NA
	        xx         NA
	        xx         NA
=============> Data:
5181.62  -9999.    219.88 1.00e+00     -3.67      5.38      31895.5      8.28    187.07 3.20e-02     304.33      6.51  -9999.  -9999.  -9999.   -76.3698    38.9505  -9999.  -9999.  -9999.
5182.62  -9999.    219.88 1.00e+00     -3.48      5.41      31898.9      8.27    187.08 3.20e-02     302.79      6.43  -9999.  -9999.  -9999.   -76.3698    38.9505  -9999.  -9999.  -9999.
5183.62  -9999.    219.88 1.00e+00     -3.29      5.44      31902.3      8.27    187.07 3.20e-02     301.19      6.36  -9999.  -9999.  -9999.   -76.3697    38.9506  -9999.  -9999.  -9999.
5184.62  -9999.    219.87 1.00e+00     -3.10      5.47      31906.4      8.26    187.07 3.20e-02     299.52      6.29  -9999.  -9999.  -9999.   -76.3696    38.9506  -9999.  -9999.  -9999.
5185.62  -9999.    219.87 1.00e+00     -2.91      5.51      31910.6      8.26    187.07 3.20e-02     297.80      6.23  -9999.  -9999.  -9999.   -76.3695    38.9506  -9999.  -9999.  -9999.
5186.62  -9999.    219.89 1.00e+00     -2.71      5.55      31916.4      8.25    187.08 3.21e-02     296.03      6.17  -9999.  -9999.  -9999.   -76.3694    38.9506  -9999.  -9999.  -9999.
5187.62  -9999.    219.92 1.00e+00     -2.51      5.58      31922.2      8.24    187.10 3.23e-02     294.21      6.12  -9999.  -9999.  -9999.   -76.3694    38.9505  -9999.  -9999.  -9999.
5188.62  -9999.    219.95 1.00e+00     -2.31      5.61      31929.0      8.24    187.12 3.24e-02     292.34      6.07  -9999.  -9999.  -9999.   -76.3693    38.9505  -9999.  -9999.  -9999.
5189.62  -9999.    219.97 1.00e+00     -2.10      5.64      31936.0      8.23    187.14 3.25e-02     290.41      6.02  -9999.  -9999.  -9999.   -76.3693    38.9504  -9999.  -9999.  -9999.
5190.62  -9999.    219.97 1.00e+00     -1.89      5.66      31942.2      8.22    187.14 3.26e-02     288.42      5.97  -9999.  -9999.  -9999.   -76.3693    38.9504  -9999.  -9999.  -9999.
5191.62  -9999.    219.96 1.00e+00     -1.67      5.68      31948.5      8.21    187.13 3.26e-02     286.35      5.92  -9999.  -9999.  -9999.   -76.3693    38.9503  -9999.  -9999.  -9999.
5192.62  -9999.    219.96 1.00e+00     -1.44      5.69      31953.6      8.20    187.13 3.26e-02     284.21      5.87  -9999.  -9999.  -9999.   -76.3693    38.9503  -9999.  -9999.  -9999.
5193.62  -9999.    219.96 1.00e+00     -1.21      5.71      31958.6      8.20    187.14 3.26e-02     282.00      5.83  -9999.  -9999.  -9999.   -76.3692    38.9503  -9999.  -9999.  -9999.
5194.62  -9999.    219.96 1.00e+00     -0.98      5.71      31963.7      8.19    187.13 3.26e-02     279.75      5.80  -9999.  -9999.  -9999.   -76.3691    38.9503  -9999.  -9999.  -9999.
5195.62  -9999.    219.96 1.00e+00     -0.75      5.72      31968.0      8.19    187.13 3.26e-02     277.46      5.77  -9999.  -9999.  -9999.   -76.3690    38.9503  -9999.  -9999.  -9999.
5196.62  -9999.    219.95 1.00e+00     -0.51      5.72      31972.4      8.18    187.13 3.26e-02     275.14      5.74  -9999.  -9999.  -9999.   -76.3688    38.9503  -9999.  -9999.  -9999.
5197.62  -9999.    219.95 1.00e+00     -0.28      5.71      31977.7      8.17    187.13 3.27e-02     272.78      5.72  -9999.  -9999.  -9999.   -76.3687    38.9502  -9999.  -9999.  -9999.
5198.62  -9999.    219.96 1.00e+00     -0.04      5.70      31984.7      8.16    187.13 3.27e-02     270.38      5.70  -9999.  -9999.  -9999.   -76.3686    38.9502  -9999.  -9999.  -9999.
5199.62  -9999.    219.96 1.00e+00      0.20      5.69      31991.7      8.16    187.13 3.28e-02     267.95      5.69  -9999.  -9999.  -9999.   -76.3685    38.9502  -9999.  -9999.  -9999.
5200.62  -9999.    219.96 1.00e+00      0.45      5.68      31997.4      8.15    187.13 3.28e-02     265.50      5.69  -9999.  -9999.  -9999.   -76.3685    38.9501  -9999.  -9999.  -9999.
5201.62  -9999.    219.95 1.00e+00      0.69      5.66      32002.6      8.14    187.12 3.28e-02     263.05      5.70  -9999.  -9999.  -9999.   -76.3684    38.9502  -9999.  -9999.  -9999.
5202.62  -9999.    219.94 1.00e+00      0.93      5.65      32007.8      8.14    187.11 3.28e-02     260.65      5.73  -9999.  -9999.  -9999.   -76.3684    38.9502  -9999.  -9999.  -9999.
5203.62  -9999.    219.92 1.00e+00      1.16      5.64      32013.7      8.13    187.10 3.27e-02     258.33      5.76  -9999.  -9999.  -9999.   -76.3683    38.9503  -9999.  -9999.  -9999.
5204.62  -9999.    219.91 1.00e+00      1.39      5.63      32019.8      8.12    187.10 3.27e-02     256.10      5.80  -9999.  -9999.  -9999.   -76.3682    38.9504  -9999.  -9999.  -9999.
5205.62  -9999.    219.91 1.00e+00      1.61      5.62      32024.4      8.11    187.10 3.28e-02     253.99      5.84  -9999.  -9999.  -9999.   -76.3682    38.9504  -9999.  -9999.  -9999.
5206.62  -9999.    219.92 1.00e+00      1.82      5.61      32027.6      8.11    187.10 3.28e-02     251.99      5.89  -9999.  -9999.  -9999.   -76.3681    38.9504  -9999.  -9999.  -9999.
5207.62  -9999.    219.92 1.00e+00      2.03      5.60      32030.8      8.11    187.10 3.28e-02     250.10      5.96  -9999.  -9999.  -9999.   -76.3681    38.9504  -9999.  -9999.  -9999.
5208.62  -9999.    219.93 1.00e+00      2.22      5.60      32033.9      8.10    187.11 3.29e-02     248.34      6.02  -9999.  -9999.  -9999.   -76.3681    38.9504  -9999.  -9999.  -9999.
5209.62  -9999.    219.95 1.00e+00      2.41      5.61      32036.9      8.10    187.12 3.30e-02     246.72      6.11  -9999.  -9999.  -9999.   -76.3681    38.9504  -9999.  -9999.  -9999.
5210.62  -9999.    219.97 1.00e+00      2.59      5.63      32039.8      8.10    187.14 3.30e-02     245.27      6.20  -9999.  -9999.  -9999.   -76.3681    38.9505  -9999.  -9999.  -9999.
5211.62  -9999.    220.00 1.00e+00      2.76      5.66      32043.2      8.09    187.16 3.32e-02     244.00      6.30  -9999.  -9999.  -9999.   -76.3680    38.9505  -9999.  -9999.  -9999.
5212.62  -9999.    220.04 1.00e+00      2.91      5.70      32047.2      8.09    187.18 3.34e-02     242.93      6.40  -9999.  -9999.  -9999.   -76.3680    38.9505  -9999.  -9999.  -9999.
5213.62  -9999.    220.07 1.00e+00      3.05      5.75      32051.3      8.08    187.20 3.35e-02     242.05      6.51  -9999.  -9999.  -9999.   -76.3678    38.9506  -9999.  -9999.  -9999.
5214.62  -9999.    220.08 1.00e+00      3.18      5.82      32056.1      8.07    187.21 3.36e-02     241.37      6.63  -9999.  -9999.  -9999.   -76.3677    38.9506  -9999.  -9999.  -9999.
5215.62  -9999.    220.07 1.00e+00      3.29      5.90      32062.6      8.07    187.21 3.36e-02     240.85      6.75  -9999.  -9999.  -9999.   -76.3676    38.9506  -9999.  -9999.  -9999.
5216.62  -9999.    220.06 1.00e+00      3.39      5.99      32070.6      8.06    187.20 3.36e-02     240.49      6.88  -9999.  -9999.  -9999.   -76.3675    38.9506  -9999.  -9999.  -9999.
5217.62  -9999.    220.06 1.00e+00      3.48      6.09      32078.5      8.05    187.20 3.36e-02     240.28      7.01  -9999.  -9999.  -9999.   -76.3674    38.9506  -9999.  -9999.  -9999.
5218.62  -9999.    220.06 1.00e+00      3.55      6.20      32086.2      8.04    187.20 3.37e-02     240.20      7.15  -9999.  -9999.  -9999.   -76.3674    38.9507  -9999.  -9999.  -9999.
5219.62  -9999.    220.06 1.00e+00      3.62      6.33      32092.6      8.03    187.20 3.37e-02     240.24      7.29  -9999.  -9999.  -9999.   -76.3674    38.9507  -9999.  -9999.  -9999.
5220.62  -9999.    220.06 1.00e+00      3.68      6.47      32099.0      8.02    187.20 3.37e-02     240.40      7.44  -9999.  -9999.  -9999.   -76.3674    38.9508  -9999.  -9999.  -9999.
5221.62  -9999.    220.06 1.00e+00      3.72      6.62      32104.2      8.01    187.20 3.37e-02     240.64      7.60  -9999.  -9999.  -9999.   -76.3674    38.9508  -9999.  -9999.  -9999.
5222.62  -9999.    220.05 1.00e+00      3.76      6.77      32109.5      8.01    187.19 3.37e-02     240.95      7.75  -9999.  -9999.  -9999.   -76.3673    38.9509  -9999.  -9999.  -9999.
5223.62  -9999.    220.04 1.00e+00      3.79      6.93      32114.8      8.00    187.19 3.37e-02     241.30      7.90  -9999.  -9999.  -9999.   -76.3673    38.9509  -9999.  -9999.  -9999.
5224.62  -9999.    220.03 1.00e+00      3.82      7.09      32120.2      7.99    187.18 3.37e-02     241.70      8.05  -9999.  -9999.  -9999.   -76.3673    38.9510  -9999.  -9999.  -9999.
5225.62  -9999.    220.04 1.00e+00      3.83      7.25      32126.3      7.99    187.19 3.38e-02     242.14      8.20  -9999.  -9999.  -9999.   -76.3672    38.9510  -9999.  -9999.  -9999.
5226.62  -9999.    220.06 1.00e+00      3.84      7.41      32132.4      7.98    187.20 3.39e-02     242.61      8.35  -9999.  -9999.  -9999.   -76.3671    38.9510  -9999.  -9999.  -9999.
5227.62  -9999.    220.09 1.00e+00      3.85      7.58      32138.5      7.97    187.22 3.41e-02     243.10      8.50  -9999.  -9999.  -9999.   -76.3671    38.9510  -9999.  -9999.  -9999.
5228.62  -9999.    220.14 1.00e+00      3.84      7.75      32145.2      7.96    187.26 3.43e-02     243.62      8.65  -9999.  -9999.  -9999.   -76.3670    38.9511  -9999.  -9999.  -9999.
5229.62  -9999.    220.22 1.00e+00      3.84      7.93      32152.0      7.96    187.31 3.47e-02     244.16      8.81  -9999.  -9999.  -9999.   -76.3669    38.9511  -9999.  -9999.  -9999.
5230.62  -9999.    220.30 1.00e+00      3.84      8.12      32158.1      7.95    187.37 3.50e-02     244.70      8.98  -9999.  -9999.  -9999.   -76.3668    38.9511  -9999.  -9999.  -9999.
5231.62  -9999.    220.36 1.00e+00      3.83      8.31      32162.7      7.94    187.41 3.53e-02     245.26      9.15  -9999.  -9999.  -9999.   -76.3667    38.9512  -9999.  -9999.  -9999.
5232.62  -9999.    220.39 1.00e+00      3.82      8.50      32167.3      7.94    187.43 3.54e-02     245.82      9.32  -9999.  -9999.  -9999.   -76.3666    38.9512  -9999.  -9999.  -9999.
5233.62  -9999.    220.40 1.00e+00      3.80      8.69      32171.1      7.93    187.44 3.55e-02     246.37      9.49  -9999.  -9999.  -9999.   -76.3664    38.9512  -9999.  -9999.  -9999.
5234.62  -9999.    220.40 1.00e+00      3.79      8.88      32174.8      7.93    187.44 3.55e-02     246.91      9.65  -9999.  -9999.  -9999.   -76.3663    38.9512  -9999.  -9999.  -9999.
5235.62  -9999.    220.41 1.00e+00      3.77      9.06      32178.9      7.92    187.45 3.56e-02     247.42      9.81  -9999.  -9999.  -9999.   -76.3662    38.9512  -9999.  -9999.  -9999.
5236.62  -9999.    220.43 1.00e+00      3.75      9.23      32182.9      7.92    187.46 3.57e-02     247.90      9.96  -9999.  -9999.  -9999.   -76.3661    38.9512  -9999.  -9999.  -9999.
5237.62  -9999.    220.44 1.00e+00      3.73      9.39      32186.9      7.91    187.47 3.58e-02     248.34     10.10  -9999.  -9999.  -9999.   -76.3660    38.9511  -9999.  -9999.  -9999.
5238.62  -9999.    220.46 1.00e+00      3.71      9.54      32193.1      7.90    187.48 3.59e-02     248.74     10.24  -9999.  -9999.  -9999.   -76.3659    38.9511  -9999.  -9999.  -9999.
5239.62  -9999.    220.48 1.00e+00      3.70      9.69      32201.6      7.89    187.50 3.60e-02     249.11     10.37  -9999.  -9999.  -9999.   -76.3658    38.9512  -9999.  -9999.  -9999.
5240.62  -9999.    220.50 1.00e+00      3.68      9.82      32210.1      7.88    187.51 3.62e-02     249.47     10.49  -9999.  -9999.  -9999.   -76.3657    38.9512  -9999.  -9999.  -9999.
5241.62  -9999.    220.53 1.00e+00      3.66      9.95      32218.9      7.87    187.53 3.63e-02     249.81     10.60  -9999.  -9999.  -9999.   -76.3656    38.9513  -9999.  -9999.  -9999.
5242.62  -9999.    220.56 1.00e+00      3.63     10.07      32227.7      7.86    187.55 3.65e-02     250.15     10.70  -9999.  -9999.  -9999.   -76.3654    38.9514  -9999.  -9999.  -9999.
5243.62  -9999.    220.61 1.00e+00      3.61     10.17      32234.8      7.85    187.59 3.68e-02     250.47     10.79  -9999.  -9999.  -9999.   -76.3652    38.9515  -9999.  -9999.  -9999.
5244.62  -9999.    220.66 1.00e+00      3.58     10.26      32239.6      7.85    187.63 3.70e-02     250.78     10.87  -9999.  -9999.  -9999.   -76.3651    38.9515  -9999.  -9999.  -9999.
5245.62  -9999.    220.74 1.00e+00      3.55     10.34      32244.4      7.84    187.68 3.74e-02     251.07     10.93  -9999.  -9999.  -9999.   -76.3650    38.9516  -9999.  -9999.  -9999.
5246.62  -9999.    220.80 1.00e+00      3.52     10.41      32248.0      7.84    187.72 3.77e-02     251.34     10.99  -9999.  -9999.  -9999.   -76.3648    38.9516  -9999.  -9999.  -9999.
5247.62  -9999.    220.83 1.00e+00      3.49     10.47      32251.6      7.83    187.74 3.78e-02     251.58     11.03  -9999.  -9999.  -9999.   -76.3647    38.9516  -9999.  -9999.  -9999.
5248.62  -9999.    220.83 1.00e+00      3.46     10.52      32255.2      7.83    187.74 3.79e-02     251.80     11.08  -9999.  -9999.  -9999.   -76.3646    38.9516  -9999.  -9999.  -9999.
5249.62  -9999.    220.83 1.00e+00      3.44     10.57      32259.0      7.82    187.75 3.79e-02     251.99     11.11  -9999.  -9999.  -9999.   -76.3645    38.9517  -9999.  -9999.  -9999.
5250.62  -9999.    220.87 1.00e+00      3.41     10.61      32263.8      7.82    187.77 3.81e-02     252.17     11.15  -9999.  -9999.  -9999.   -76.3644    38.9517  -9999.  -9999.  -9999.
5251.62  -9999.    220.93 1.00e+00      3.39     10.65      32268.6      7.81    187.81 3.84e-02     252.33     11.18  -9999.  -9999.  -9999.   -76.3643    38.9517  -9999.  -9999.  -9999.
5252.62  -9999.    221.01 1.00e+00      3.37     10.68      32275.2      7.80    187.87 3.88e-02     252.47     11.20  -9999.  -9999.  -9999.   -76.3642    38.9517  -9999.  -9999.  -9999.
5253.62  -9999.    221.07 1.00e+00      3.36     10.71      32283.0      7.80    187.91 3.91e-02     252.60     11.23  -9999.  -9999.  -9999.   -76.3640    38.9518  -9999.  -9999.  -9999.
5254.62  -9999.    221.10 1.00e+00      3.35     10.74      32290.8      7.79    187.93 3.93e-02     252.70     11.25  -9999.  -9999.  -9999.   -76.3639    38.9518  -9999.  -9999.  -9999.
5255.62  -9999.    221.09 1.00e+00      3.34     10.77      32297.1      7.78    187.93 3.93e-02     252.78     11.27  -9999.  -9999.  -9999.   -76.3638    38.9518  -9999.  -9999.  -9999.
5256.62  -9999.    221.07 1.00e+00      3.33     10.79      32301.8      7.77    187.91 3.92e-02     252.85     11.29  -9999.  -9999.  -9999.   -76.3637    38.9519  -9999.  -9999.  -9999.
5257.62  -9999.    221.04 1.00e+00      3.33     10.81      32306.4      7.77    187.89 3.91e-02     252.90     11.31  -9999.  -9999.  -9999.   -76.3635    38.9519  -9999.  -9999.  -9999.
5258.62  -9999.    221.03 1.00e+00      3.33     10.83      32311.1      7.76    187.88 3.91e-02     252.92     11.33  -9999.  -9999.  -9999.   -76.3634    38.9519  -9999.  -9999.  -9999.
5259.62  -9999.    221.02 1.00e+00      3.33     10.86      32315.9      7.76    187.87 3.91e-02     252.93     11.36  -9999.  -9999.  -9999.   -76.3632    38.9520  -9999.  -9999.  -9999.
5260.62  -9999.    221.00 1.00e+00      3.34     10.88      32320.8      7.75    187.86 3.90e-02     252.93     11.38  -9999.  -9999.  -9999.   -76.3631    38.9520  -9999.  -9999.  -9999.
5261.62  -9999.    220.97 1.00e+00      3.36     10.90      32326.8      7.74    187.84 3.89e-02     252.90     11.41  -9999.  -9999.  -9999.   -76.3630    38.9520  -9999.  -9999.  -9999.
5262.62  -9999.    220.94 1.00e+00      3.37     10.93      32332.9      7.74    187.82 3.88e-02     252.85     11.44  -9999.  -9999.  -9999.   -76.3628    38.9520  -9999.  -9999.  -9999.
5263.62  -9999.    220.92 1.00e+00      3.40     10.96      32340.4      7.73    187.81 3.88e-02     252.79     11.47  -9999.  -9999.  -9999.   -76.3627    38.9521  -9999.  -9999.  -9999.
5264.62  -9999.    220.92 1.00e+00      3.42     10.99      32347.9      7.72    187.82 3.89e-02     252.70     11.51  -9999.  -9999.  -9999.   -76.3626    38.9521  -9999.  -9999.  -9999.
5265.62  -9999.    220.91 1.01e+00      3.46     11.03      32356.2      7.71    187.84 3.91e-02     252.60     11.56  -9999.  -9999.  -9999.   -76.3625    38.9521  -9999.  -9999.  -9999.
5266.62  -9999.    220.88 1.01e+00      3.49     11.07      32364.2      7.70    187.84 3.91e-02     252.48     11.60  -9999.  -9999.  -9999.   -76.3623    38.9521  -9999.  -9999.  -9999.
5267.62  -9999.    220.85 1.01e+00      3.54     11.11      32371.6      7.69    187.83 3.91e-02     252.35     11.66  -9999.  -9999.  -9999.   -76.3622    38.9521  -9999.  -9999.  -9999.
5268.62  -9999.    220.82 1.01e+00      3.58     11.16      32378.9      7.68    187.82 3.91e-02     252.22     11.72  -9999.  -9999.  -9999.   -76.3621    38.9521  -9999.  -9999.  -9999.
5269.62  -9999.    220.80 1.01e+00      3.62     11.21      32386.1      7.67    187.80 3.90e-02     252.10     11.78  -9999.  -9999.  -9999.   -76.3620    38.9522  -9999.  -9999.  -9999.
5270.62  -9999.    220.78 1.01e+00      3.66     11.27      32393.5      7.66    187.78 3.89e-02     252.01     11.85  -9999.  -9999.  -9999.   -76.3619    38.9523  -9999.  -9999.  -9999.
5271.62  -9999.    220.77 1.01e+00      3.69     11.33      32400.9      7.65    187.78 3.90e-02     251.96     11.92  -9999.  -9999.  -9999.   -76.3617    38.9523  -9999.  -9999.  -9999.
5272.62  -9999.    220.78 1.01e+00      3.71     11.39      32408.3      7.65    187.78 3.90e-02     251.95     11.98  -9999.  -9999.  -9999.   -76.3615    38.9524  -9999.  -9999.  -9999.
5273.62  -9999.    220.79 1.01e+00      3.73     11.46      32415.3      7.64    187.78 3.90e-02     251.98     12.05  -9999.  -9999.  -9999.   -76.3614    38.9524  -9999.  -9999.  -9999.
5274.62  -9999.    220.80 1.01e+00      3.73     11.52      32422.3      7.63    187.77 3.90e-02     252.06     12.11  -9999.  -9999.  -9999.   -76.3613    38.9524  -9999.  -9999.  -9999.
5275.62  -9999.    220.79 1.00e+00      3.72     11.58      32427.8      7.62    187.72 3.87e-02     252.19     12.16  -9999.  -9999.  -9999.   -76.3612    38.9524  -9999.  -9999.  -9999.
5276.62  -9999.    220.78 1.00e+00      3.70     11.64      32432.0      7.62    187.71 3.87e-02     252.36     12.21  -9999.  -9999.  -9999.   -76.3611    38.9524  -9999.  -9999.  -9999.
5277.62  -9999.    220.77 1.00e+00      3.67     11.70      32436.1      7.61    187.70 3.87e-02     252.59     12.26  -9999.  -9999.  -9999.   -76.3610    38.9525  -9999.  -9999.  -9999.
5278.62  -9999.    220.76 1.00e+00      3.62     11.76      32440.2      7.61    187.70 3.87e-02     252.88     12.31  -9999.  -9999.  -9999.   -76.3609    38.9525  -9999.  -9999.  -9999.
5279.62  -9999.    220.76 1.00e+00      3.56     11.82      32444.2      7.60    187.69 3.87e-02     253.25     12.35  -9999.  -9999.  -9999.   -76.3608    38.9526  -9999.  -9999.  -9999.
5280.62  -9999.    220.75 1.00e+00      3.48     11.89      32448.5      7.60    187.69 3.87e-02     253.70     12.38  -9999.  -9999.  -9999.   -76.3607    38.9527  -9999.  -9999.  -9999.
5281.62  -9999.    220.76 1.00e+00      3.38     11.95      32452.8      7.59    187.69 3.87e-02     254.22     12.41  -9999.  -9999.  -9999.   -76.3605    38.9527  -9999.  -9999.  -9999.
5282.62  -9999.    220.77 1.00e+00      3.25     12.00      32457.1      7.59    187.70 3.88e-02     254.83     12.44  -9999.  -9999.  -9999.   -76.3603    38.9528  -9999.  -9999.  -9999.
5283.63  -9999.    220.80 1.00e+00      3.12     12.05      32461.3      7.58    187.72 3.90e-02     255.51     12.45  -9999.  -9999.  -9999.   -76.3601    38.9528  -9999.  -9999.  -9999.
