Generated by Rfunction:  Get.mw41.edt.func2 
============> Radisonde_info:
RS_type:        RS41-SGP
RS_config:      -32768
RS_serialnum:   R3340183
RS_freq:        403
RS__windtype:   ccGPS
=============> Station_info:
Station:        HUBV_RS41SGP
Latitude:       39.0563
Longitude:      -76.8755
Altitude:       52.3
SW version:     MW41 2.15.0
Start time:     2020-01-23 06:46:41
=============> Variables & units - Vaisala EDT
NA_numeric value:  -9999
NA_string:  xx or NA
-----------------------------
	  Variable       Unit
	      time        sec
	        xx         NA
	        Ta          K
	        RH          %
	   v(S->N)        m/s
	   u(E->W)        m/s
	    Height          m
	     press        hPa
	        Td          K
	        MR       g/Kg
	        DD        dgr
	        FF        m/s
	Ascend_FLG  (0-N,1-Y)
	        xx         NA
	        xx         NA
	       Lon        dgr
	       Lat        dgr
	        xx         NA
	        xx         NA
	        xx         NA
=============> Data:
4845.81  -9999.    218.91     0.55    -14.05      3.69      29850.1     11.35    182.94     0.01     345.27     14.53 1  -9999.  -9999.   -76.3858    38.9792  -9999.  -9999.  -9999.
4846.81  -9999.    219.10     0.54    -13.94      3.68      29861.4     11.34    183.02     0.01     345.21     14.42 1  -9999.  -9999.   -76.3858    38.9790  -9999.  -9999.  -9999.
4847.81  -9999.    219.25     0.54    -13.83      3.67      29861.3     11.33    183.08     0.01     345.12     14.31 1  -9999.  -9999.   -76.3857    38.9788  -9999.  -9999.  -9999.
4848.81  -9999.    219.36     0.54    -13.71      3.67      29874.7     11.32    183.12     0.01     345.02     14.19 1  -9999.  -9999.   -76.3857    38.9787  -9999.  -9999.  -9999.
4849.81  -9999.    219.46     0.53    -13.59      3.67      29875.0     11.31    183.15     0.01     344.90     14.07 1  -9999.  -9999.   -76.3856    38.9786  -9999.  -9999.  -9999.
4850.81  -9999.    219.58     0.53    -13.46      3.67      29881.9     11.30    183.19     0.01     344.76     13.95 1  -9999.  -9999.   -76.3855    38.9785  -9999.  -9999.  -9999.
4851.81  -9999.    219.67     0.53    -13.32      3.67      29889.0     11.29    183.22     0.01     344.62     13.82 1  -9999.  -9999.   -76.3854    38.9784  -9999.  -9999.  -9999.
4852.81  -9999.    219.75     0.52    -13.19      3.67      29892.5     11.28    183.25     0.01     344.47     13.69 1  -9999.  -9999.   -76.3854    38.9783  -9999.  -9999.  -9999.
4853.81  -9999.    219.86     0.52    -13.05      3.67      29902.6     11.27    183.29     0.01     344.31     13.56 1  -9999.  -9999.   -76.3854    38.9783  -9999.  -9999.  -9999.
4854.81  -9999.    220.00     0.52    -12.92      3.67      29904.2     11.26    183.36     0.01     344.16     13.43 1  -9999.  -9999.   -76.3854    38.9782  -9999.  -9999.  -9999.
4855.81  -9999.    220.17     0.52    -12.79      3.67      29906.3     11.25    183.45     0.01     344.01     13.31 1  -9999.  -9999.   -76.3854    38.9780  -9999.  -9999.  -9999.
4856.81  -9999.    220.30     0.51    -12.67      3.66      29913.8     11.24    183.53     0.01     343.88     13.19 1  -9999.  -9999.   -76.3854    38.9779  -9999.  -9999.  -9999.
4857.81  -9999.    220.38     0.51    -12.56      3.66      29924.3     11.23    183.56     0.01     343.75     13.08 1  -9999.  -9999.   -76.3854    38.9777  -9999.  -9999.  -9999.
4858.81  -9999.    220.40     0.51    -12.45      3.65      29923.9     11.22    183.57     0.01     343.64     12.98 1  -9999.  -9999.   -76.3854    38.9776  -9999.  -9999.  -9999.
4859.81  -9999.    220.43     0.51    -12.35      3.65      29932.1     11.21    183.58     0.01     343.55     12.88 1  -9999.  -9999.   -76.3853    38.9775  -9999.  -9999.  -9999.
4860.81  -9999.    220.48     0.51    -12.26      3.63      29930.4     11.21    183.61     0.01     343.49     12.79 1  -9999.  -9999.   -76.3852    38.9774  -9999.  -9999.  -9999.
4861.81  -9999.    220.52     0.51    -12.17      3.62      29932.9     11.20    183.64     0.01     343.45     12.70 1  -9999.  -9999.   -76.3851    38.9774  -9999.  -9999.  -9999.
4862.81  -9999.    220.56     0.51    -12.10      3.60      29948.2     11.19    183.67     0.01     343.44     12.62 1  -9999.  -9999.   -76.3850    38.9773  -9999.  -9999.  -9999.
4863.81  -9999.    220.60     0.51    -12.03      3.57      29949.1     11.18    183.71     0.01     343.46     12.55 1  -9999.  -9999.   -76.3849    38.9772  -9999.  -9999.  -9999.
4864.81  -9999.    220.66     0.51    -11.97      3.54      29954.5     11.17    183.76     0.01     343.50     12.48 1  -9999.  -9999.   -76.3849    38.9771  -9999.  -9999.  -9999.
4865.81  -9999.    220.74     0.52    -11.91      3.51      29961.8     11.16    183.83     0.01     343.56     12.42 1  -9999.  -9999.   -76.3849    38.9770  -9999.  -9999.  -9999.
4866.81  -9999.    220.82     0.52    -11.87      3.49      29955.3     11.15    183.91     0.01     343.64     12.38 1  -9999.  -9999.   -76.3849    38.9769  -9999.  -9999.  -9999.
4867.81  -9999.    220.89     0.52    -11.85      3.46      29972.2     11.14    183.98     0.01     343.72     12.34 1  -9999.  -9999.   -76.3849    38.9768  -9999.  -9999.  -9999.
4868.81  -9999.    220.95     0.52    -11.82      3.43      29989.1     11.13    184.05     0.01     343.82     12.31 1  -9999.  -9999.   -76.3850    38.9766  -9999.  -9999.  -9999.
4869.81  -9999.    220.98     0.53    -11.80      3.40      29977.2     11.12    184.10     0.01     343.95     12.28 1  -9999.  -9999.   -76.3849    38.9765  -9999.  -9999.  -9999.
4870.81  -9999.    221.02     0.53    -11.79      3.35      29980.7     11.11    184.17     0.01     344.12     12.25 1  -9999.  -9999.   -76.3849    38.9764  -9999.  -9999.  -9999.
4871.81  -9999.    221.06     0.53    -11.77      3.30      29991.4     11.11    184.24     0.01     344.32     12.23 1  -9999.  -9999.   -76.3848    38.9763  -9999.  -9999.  -9999.
4872.81  -9999.    221.09     0.54    -11.76      3.25      29993.2     11.10    184.31     0.01     344.53     12.20 1  -9999.  -9999.   -76.3846    38.9762  -9999.  -9999.  -9999.
4873.81  -9999.    221.11     0.54    -11.75      3.20      30002.5     11.09    184.37     0.02     344.77     12.18 1  -9999.  -9999.   -76.3846    38.9760  -9999.  -9999.  -9999.
4874.81  -9999.    221.12     0.55    -11.74      3.14      30018.3     11.08    184.42     0.02     345.02     12.16 1  -9999.  -9999.   -76.3845    38.9759  -9999.  -9999.  -9999.
4875.81  -9999.    221.10     0.55    -11.74      3.08      30015.8     11.07    184.46     0.02     345.29     12.14 1  -9999.  -9999.   -76.3845    38.9758  -9999.  -9999.  -9999.
4876.81  -9999.    221.07     0.56    -11.74      3.02      30014.0     11.06    184.50     0.02     345.58     12.12 1  -9999.  -9999.   -76.3845    38.9757  -9999.  -9999.  -9999.
4877.81  -9999.    221.03     0.56    -11.74      2.95      30020.9     11.05    184.53     0.02     345.88     12.10 1  -9999.  -9999.   -76.3845    38.9757  -9999.  -9999.  -9999.
4878.81  -9999.    220.98     0.57    -11.74      2.88      30033.6     11.04    184.56     0.02     346.21     12.09 1  -9999.  -9999.   -76.3846    38.9756  -9999.  -9999.  -9999.
4879.81  -9999.    220.93     0.58    -11.75      2.81      30037.2     11.03    184.58     0.02     346.55     12.08 1  -9999.  -9999.   -76.3845    38.9756  -9999.  -9999.  -9999.
4880.81  -9999.    220.89     0.58    -11.76      2.73      30040.5     11.02    184.62     0.02     346.91     12.07 1  -9999.  -9999.   -76.3845    38.9755  -9999.  -9999.  -9999.
4881.81  -9999.    220.86     0.59    -11.77      2.66      30039.0     11.01    184.65     0.02     347.28     12.07 1  -9999.  -9999.   -76.3845    38.9753  -9999.  -9999.  -9999.
4882.81  -9999.    220.82     0.59    -11.78      2.57      30056.7     11.00    184.69     0.02     347.67     12.06 1  -9999.  -9999.   -76.3844    38.9752  -9999.  -9999.  -9999.
4883.81  -9999.    220.76     0.60    -11.79      2.49      30059.2     11.00    184.71     0.02     348.07     12.05 1  -9999.  -9999.   -76.3844    38.9750  -9999.  -9999.  -9999.
4884.81  -9999.    220.69     0.61    -11.80      2.40      30060.3     10.99    184.72     0.02     348.49     12.04 1  -9999.  -9999.   -76.3844    38.9749  -9999.  -9999.  -9999.
4885.81  -9999.    220.61     0.61    -11.81      2.32      30066.7     10.98    184.73     0.02     348.91     12.03 1  -9999.  -9999.   -76.3844    38.9747  -9999.  -9999.  -9999.
4886.81  -9999.    220.57     0.62    -11.81      2.22      30070.6     10.97    184.76     0.02     349.34     12.02 1  -9999.  -9999.   -76.3843    38.9747  -9999.  -9999.  -9999.
4887.81  -9999.    220.56     0.63    -11.82      2.13      30069.6     10.96    184.81     0.02     349.80     12.01 1  -9999.  -9999.   -76.3843    38.9746  -9999.  -9999.  -9999.
4888.81  -9999.    220.54     0.63    -11.82      2.03      30086.8     10.95    184.86     0.02     350.27     11.99 1  -9999.  -9999.   -76.3842    38.9745  -9999.  -9999.  -9999.
4889.81  -9999.    220.49     0.64    -11.82      1.92      30076.0     10.95    184.87     0.02     350.78     11.98 1  -9999.  -9999.   -76.3841    38.9744  -9999.  -9999.  -9999.
4890.81  -9999.    220.44     0.64    -11.82      1.81      30090.5     10.94    184.89     0.02     351.31     11.96 1  -9999.  -9999.   -76.3841    38.9743  -9999.  -9999.  -9999.
4891.81  -9999.    220.37     0.65    -11.82      1.69      30097.8     10.93    184.89     0.02     351.87     11.94 1  -9999.  -9999.   -76.3840    38.9742  -9999.  -9999.  -9999.
4892.81  -9999.    220.33     0.65    -11.82      1.57      30102.8     10.92    184.91     0.02     352.44     11.93 1  -9999.  -9999.   -76.3840    38.9741  -9999.  -9999.  -9999.
4893.81  -9999.    220.29     0.66    -11.82      1.45      30110.4     10.90    184.92     0.02     353.03     11.91 1  -9999.  -9999.   -76.3840    38.9740  -9999.  -9999.  -9999.
4894.81  -9999.    220.23     0.66    -11.81      1.32      30120.4     10.89    184.92     0.02     353.62     11.89 1  -9999.  -9999.   -76.3841    38.9739  -9999.  -9999.  -9999.
4895.81  -9999.    220.17     0.67    -11.80      1.20      30120.9     10.88    184.92     0.02     354.20     11.86 1  -9999.  -9999.   -76.3841    38.9738  -9999.  -9999.  -9999.
4896.81  -9999.    220.12     0.67    -11.79      1.08      30120.3     10.87    184.91     0.02     354.78     11.84 1  -9999.  -9999.   -76.3842    38.9737  -9999.  -9999.  -9999.
4897.81  -9999.    220.09     0.67    -11.77      0.95      30131.1     10.86    184.92     0.02     355.37     11.80 1  -9999.  -9999.   -76.3841    38.9736  -9999.  -9999.  -9999.
4898.81  -9999.    220.06     0.68    -11.74      0.83      30151.4     10.85    184.92     0.02     355.96     11.77 1  -9999.  -9999.   -76.3841    38.9735  -9999.  -9999.  -9999.
4899.81  -9999.    220.02     0.68    -11.71      0.71      30151.2     10.84    184.92     0.02     356.55     11.73 1  -9999.  -9999.   -76.3840    38.9734  -9999.  -9999.  -9999.
4900.81  -9999.    220.04     0.68    -11.67      0.58      30149.7     10.83    184.95     0.02     357.14     11.69 1  -9999.  -9999.   -76.3839    38.9732  -9999.  -9999.  -9999.
4901.81  -9999.    220.10     0.68    -11.63      0.46      30166.4     10.82    185.01     0.02     357.73     11.64 1  -9999.  -9999.   -76.3839    38.9731  -9999.  -9999.  -9999.
4902.81  -9999.    220.17     0.69    -11.58      0.34      30168.7     10.81    185.07     0.02     358.31     11.59 1  -9999.  -9999.   -76.3839    38.9729  -9999.  -9999.  -9999.
4903.81  -9999.    220.22     0.69    -11.53      0.23      30170.4     10.80    185.11     0.02     358.85     11.53 1  -9999.  -9999.   -76.3839    38.9728  -9999.  -9999.  -9999.
4904.81  -9999.    220.26     0.69    -11.47      0.13      30174.2     10.79    185.14     0.02     359.36     11.47 1  -9999.  -9999.   -76.3840    38.9728  -9999.  -9999.  -9999.
4905.81  -9999.    220.28     0.69    -11.40      0.04      30190.5     10.78    185.16     0.02     359.82     11.40 1  -9999.  -9999.   -76.3840    38.9727  -9999.  -9999.  -9999.
4906.81  -9999.    220.28     0.69    -11.32     -0.04      30188.7     10.76    185.16     0.02       0.22     11.32 1  -9999.  -9999.   -76.3841    38.9726  -9999.  -9999.  -9999.
4907.81  -9999.    220.28     0.69    -11.24     -0.11      30204.7     10.75    185.16     0.02       0.56     11.24 1  -9999.  -9999.   -76.3841    38.9726  -9999.  -9999.  -9999.
4908.81  -9999.    220.29     0.69    -11.15     -0.17      30210.8     10.74    185.16     0.02       0.86     11.15 1  -9999.  -9999.   -76.3841    38.9725  -9999.  -9999.  -9999.
4909.81  -9999.    220.28     0.69    -11.06     -0.21      30209.5     10.73    185.16     0.02       1.10     11.06 1  -9999.  -9999.   -76.3841    38.9723  -9999.  -9999.  -9999.
4910.81  -9999.    220.25     0.69    -10.95     -0.25      30211.5     10.72    185.13     0.02       1.29     10.95 1  -9999.  -9999.   -76.3841    38.9722  -9999.  -9999.  -9999.
4911.81  -9999.    220.19     0.69    -10.83     -0.27      30225.1     10.71    185.08     0.02       1.43     10.83 1  -9999.  -9999.   -76.3840    38.9720  -9999.  -9999.  -9999.
4912.81  -9999.    220.12     0.68    -10.70     -0.28      30230.1     10.70    185.02     0.02       1.49     10.70 1  -9999.  -9999.   -76.3841    38.9719  -9999.  -9999.  -9999.
4913.81  -9999.    220.06     0.68    -10.57     -0.27      30242.1     10.69    184.97     0.02       1.48     10.57 1  -9999.  -9999.   -76.3841    38.9718  -9999.  -9999.  -9999.
4914.81  -9999.    220.04     0.68    -10.42     -0.25      30246.7     10.68    184.95     0.02       1.38     10.43 1  -9999.  -9999.   -76.3841    38.9717  -9999.  -9999.  -9999.
4915.81  -9999.    220.03     0.68    -10.28     -0.21      30242.5     10.67    184.93     0.02       1.18     10.28 1  -9999.  -9999.   -76.3841    38.9717  -9999.  -9999.  -9999.
4916.81  -9999.    220.05     0.68    -10.13     -0.16      30260.7     10.66    184.93     0.02       0.90     10.13 1  -9999.  -9999.   -76.3841    38.9717  -9999.  -9999.  -9999.
4917.81  -9999.    220.04     0.68     -9.98     -0.09      30265.5     10.65    184.91     0.02       0.53      9.98 1  -9999.  -9999.   -76.3841    38.9716  -9999.  -9999.  -9999.
4918.81  -9999.    220.02     0.68     -9.82     -0.01      30270.3     10.64    184.88     0.02       0.07      9.82 1  -9999.  -9999.   -76.3841    38.9715  -9999.  -9999.  -9999.
4919.81  -9999.    219.99     0.67     -9.66      0.08      30272.8     10.63    184.85     0.02     359.52      9.66 1  -9999.  -9999.   -76.3841    38.9714  -9999.  -9999.  -9999.
4920.81  -9999.    219.96     0.67     -9.49      0.19      30289.1     10.62    184.81     0.02     358.88      9.49 1  -9999.  -9999.   -76.3842    38.9713  -9999.  -9999.  -9999.
4921.81  -9999.    219.94     0.67     -9.32      0.30      30280.1     10.61    184.78     0.02     358.15      9.32 1  -9999.  -9999.   -76.3842    38.9711  -9999.  -9999.  -9999.
4922.81  -9999.    219.95     0.67     -9.14      0.43      30287.2     10.60    184.77     0.02     357.33      9.15 1  -9999.  -9999.   -76.3843    38.9710  -9999.  -9999.  -9999.
4923.81  -9999.    219.97     0.67     -8.96      0.56      30297.5     10.59    184.77     0.02     356.41      8.97 1  -9999.  -9999.   -76.3843    38.9709  -9999.  -9999.  -9999.
4924.81  -9999.    219.98     0.66     -8.78      0.71      30303.2     10.58    184.76     0.02     355.40      8.80 1  -9999.  -9999.   -76.3843    38.9708  -9999.  -9999.  -9999.
4925.81  -9999.    219.98     0.66     -8.60      0.86      30316.5     10.57    184.74     0.02     354.30      8.64 1  -9999.  -9999.   -76.3842    38.9708  -9999.  -9999.  -9999.
4926.81  -9999.    219.98     0.66     -8.42      1.01      30316.8     10.56    184.71     0.02     353.14      8.48 1  -9999.  -9999.   -76.3842    38.9708  -9999.  -9999.  -9999.
4927.81  -9999.    219.99     0.66     -8.24      1.17      30326.3     10.55    184.70     0.02     351.91      8.32 1  -9999.  -9999.   -76.3841    38.9707  -9999.  -9999.  -9999.
4928.81  -9999.    220.01     0.65     -8.07      1.33      30336.4     10.53    184.69     0.02     350.62      8.18 1  -9999.  -9999.   -76.3840    38.9706  -9999.  -9999.  -9999.
4929.81  -9999.    220.03     0.65     -7.89      1.49      30335.1     10.52    184.67     0.02     349.28      8.03 1  -9999.  -9999.   -76.3840    38.9706  -9999.  -9999.  -9999.
4930.81  -9999.    220.03     0.65     -7.72      1.66      30341.3     10.51    184.65     0.02     347.87      7.89 1  -9999.  -9999.   -76.3841    38.9705  -9999.  -9999.  -9999.
4931.81  -9999.    220.04     0.64     -7.55      1.82      30349.7     10.50    184.62     0.02     346.41      7.76 1  -9999.  -9999.   -76.3841    38.9704  -9999.  -9999.  -9999.
4932.81  -9999.    220.02     0.64     -7.37      1.99      30360.8     10.49    184.58     0.02     344.91      7.64 1  -9999.  -9999.   -76.3841    38.9703  -9999.  -9999.  -9999.
4933.81  -9999.    219.98     0.64     -7.21      2.15      30373.9     10.48    184.52     0.02     343.36      7.52 1  -9999.  -9999.   -76.3841    38.9703  -9999.  -9999.  -9999.
4934.81  -9999.    219.96     0.63     -7.04      2.32      30376.3     10.47    184.47     0.02     341.78      7.41 1  -9999.  -9999.   -76.3841    38.9702  -9999.  -9999.  -9999.
4935.81  -9999.    219.96     0.63     -6.88      2.48      30380.7     10.46    184.44     0.02     340.20      7.31 1  -9999.  -9999.   -76.3840    38.9702  -9999.  -9999.  -9999.
4936.81  -9999.    219.97     0.63     -6.72      2.63      30388.0     10.44    184.41     0.02     338.64      7.22 1  -9999.  -9999.   -76.3839    38.9701  -9999.  -9999.  -9999.
4937.81  -9999.    219.98     0.62     -6.57      2.77      30395.0     10.43    184.38     0.02     337.10      7.13 1  -9999.  -9999.   -76.3838    38.9700  -9999.  -9999.  -9999.
4938.81  -9999.    219.99     0.62     -6.41      2.91      30398.4     10.42    184.35     0.02     335.60      7.04 1  -9999.  -9999.   -76.3838    38.9699  -9999.  -9999.  -9999.
4939.81  -9999.    220.00     0.61     -6.26      3.04      30399.0     10.41    184.32     0.02     334.12      6.95 1  -9999.  -9999.   -76.3837    38.9699  -9999.  -9999.  -9999.
4940.81  -9999.    220.09     0.61     -6.10      3.15      30409.0     10.40    184.34     0.02     332.68      6.87 1  -9999.  -9999.   -76.3838    38.9698  -9999.  -9999.  -9999.
4941.81  -9999.    220.20     0.61     -5.95      3.26      30429.0     10.39    184.38     0.02     331.27      6.79 1  -9999.  -9999.   -76.3838    38.9698  -9999.  -9999.  -9999.
4942.81  -9999.    220.36     0.60     -5.81      3.37      30430.0     10.38    184.45     0.02     329.90      6.71 1  -9999.  -9999.   -76.3838    38.9698  -9999.  -9999.  -9999.
